text,sentence,snp,phenotype,ASSOCIATION,CONFIDENCE
"Recently, several genome-wide association studies (GWAS) have identified many susceptible single nucleotide polymorphisms (SNPs) for chronic obstructive pulmonary disease (COPD) and lung cancer which are two closely related diseases. Among those SNPs, some of them are shared by both the diseases, reflecting there is possible genetic similarity between the diseases. Here we tested the hypothesis that whether those shared SNPs are common predictor for risks or prognosis of COPD and lung cancer.  Two SNPs (rs6495309 and rs1051730) located in nicotinic acetylcholine receptoralpha 3 (CHRNA3) gene were genotyped in 1511 patients with COPD, 1559 lung cancer cases and 1677 controls in southern and eastern Chinesepopulations.  We found that the rs6495309CC and rs6495309CT/CC variant genotypes were associated with increased risks of COPD (OR = 1.32, 95% C.I. = 1.14-1.54) and lung cancer (OR = 1.57; 95% CI = 1.31-1.87), respectively. The rs6495309CC genotype contributed to more rapid decline of annual Forced expiratory volume in one second (FEV1) in both COPD cases and controls (P<0.05), and it was associated with advanced stages of COPD (P = 0.033); the rs6495309CT/CC genotypes conferred a poor survival for lung cancer (HR = 1.41, 95%CI = 1.13-1.75). The luciferase assays further showed that nicotineand other tobacco chemicals had diverse effects on the luciferase activity of the rs6495309C or T alleles. However, none of these effects were found for another SNP, rs1051730G>A. The data show a statistical association and suggest biological plausibility that the rs6495309T>C polymorphism contributed to increased risks and poor prognosis of both COPD and lung cancer.",The data show a statistical association and suggest biological plausibility that the rs6495309T>C polymorphism contributed to increased risks and poor prognosis of both COPD and lung cancer.,rs6495309,lung cancer,positive,strong
"Chromosome 22q11.2 deletion syndrome (22q11DS) is associated with neurocognitive impairments. The neural substrates of cognitive impairments in 22q11DS remain poorly understood. Because the corpus callosum (CC) is found to be abnormal in a variety of neurodevelopmental disorders, we obtained volumetric measurements of the CC and its subregions, examined the relationship between these regions and neurocognition and selected genotypeswithin candidate genes in the 22q11.2 interval in 59 children with 22q11DS and 53 control subjects. The total CC, splenium and genu were significantly larger in children with 22q11DS and the enlargement was associated with better neurocognitive functioning in the 22q11DS group, suggestive of a compensatory increase in the CC volumes. The expected age-related increase in the volume of the CC was not seen in children with 22q11DS, indicative of dysmaturation of the CC in these children. The increased volumes in the genu, splenium and total CC in the 22q11DS group were associated with polymorphisms within the candidate genes: COMT rs4680, ZDHHC8 rs175174 and <snp>UFD1L (rs5992403)</snp>. These findings indicate that alterations in the CC volume in children with 22q11DS are associated with cognition and specific genotypes in the 22q11.2 interval.","The increased volumes in the genu, splenium and total CC in the 22q11DS group were associated with polymorphisms within the candidate genes: COMT rs4680, ZDHHC8 rs175174 and <snp>UFD1L (rs5992403)</snp>.",COMT rs4680,22q11DS,positive,weak
"Chromosome 22q11.2 deletion syndrome (22q11DS) is associated with neurocognitive impairments. The neural substrates of cognitive impairments in 22q11DS remain poorly understood. Because the corpus callosum (CC) is found to be abnormal in a variety of neurodevelopmental disorders, we obtained volumetric measurements of the CC and its subregions, examined the relationship between these regions and neurocognition and selected genotypeswithin candidate genes in the 22q11.2 interval in 59 children with 22q11DS and 53 control subjects. The total CC, splenium and genu were significantly larger in children with 22q11DS and the enlargement was associated with better neurocognitive functioning in the 22q11DS group, suggestive of a compensatory increase in the CC volumes. The expected age-related increase in the volume of the CC was not seen in children with 22q11DS, indicative of dysmaturation of the CC in these children. The increased volumes in the genu, splenium and total CC in the 22q11DS group were associated with polymorphisms within the candidate genes: COMT rs4680, ZDHHC8 rs175174 and <snp>UFD1L (rs5992403)</snp>. These findings indicate that alterations in the CC volume in children with 22q11DS are associated with cognition and specific genotypes in the 22q11.2 interval.","The increased volumes in the genu, splenium and total CC in the 22q11DS group were associated with polymorphisms within the candidate genes: COMT rs4680, ZDHHC8 rs175174 and <snp>UFD1L (rs5992403)</snp>.",ZDHHC8 rs175174,22q11DS,positive,weak
"Previous studies have associated mu-opioid receptor (OPRM1) genotype with pain and analgesia responses in postoperative and patient populations. This study investigates the role of catechol-O-methyltransferase (COMT) and OPRM1 genotypes in acute postoperative pain scores, opioid use, and opioid-induced sedation after surgical procedures for orthopedic trauma in an otherwise healthy patient population. Verbal pain/sedation scores, opioid use, andphysiologic responses in the immediate postoperative period were examined for association with genetic variants in Caucasians genotyped for OPRM1single nucleotide polymorphisms (SNPs) A118G and C17T and COMT SNPs. The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04). NPS ratings at 45 min were also higher in the group of patients with A/A genotype of rs4680 than in patients with the other two genotypes at this SNP (p = .03). Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017). The results indicate that genetic variations in COMT contribute to the acute postoperative pain andanalgesia responses and physiologic responses in this group of otherwise healthy postoperative orthopedic trauma patients.",The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04).,A118G,postoperative Numerical Pain scale (NPS),positive,weak
"Previous studies have associated mu-opioid receptor (OPRM1) genotype with pain and analgesia responses in postoperative and patient populations. This study investigates the role of catechol-O-methyltransferase (COMT) and OPRM1 genotypes in acute postoperative pain scores, opioid use, and opioid-induced sedation after surgical procedures for orthopedic trauma in an otherwise healthy patient population. Verbal pain/sedation scores, opioid use, andphysiologic responses in the immediate postoperative period were examined for association with genetic variants in Caucasians genotyped for OPRM1single nucleotide polymorphisms (SNPs) A118G and C17T and COMT SNPs. The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04). NPS ratings at 45 min were also higher in the group of patients with A/A genotype of rs4680 than in patients with the other two genotypes at this SNP (p = .03). Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017). The results indicate that genetic variations in COMT contribute to the acute postoperative pain andanalgesia responses and physiologic responses in this group of otherwise healthy postoperative orthopedic trauma patients.",The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04).,A118G,sedation scores,positive,weak
"Previous studies have associated mu-opioid receptor (OPRM1) genotype with pain and analgesia responses in postoperative and patient populations. This study investigates the role of catechol-O-methyltransferase (COMT) and OPRM1 genotypes in acute postoperative pain scores, opioid use, and opioid-induced sedation after surgical procedures for orthopedic trauma in an otherwise healthy patient population. Verbal pain/sedation scores, opioid use, andphysiologic responses in the immediate postoperative period were examined for association with genetic variants in Caucasians genotyped for OPRM1single nucleotide polymorphisms (SNPs) A118G and C17T and COMT SNPs. The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04). NPS ratings at 45 min were also higher in the group of patients with A/A genotype of rs4680 than in patients with the other two genotypes at this SNP (p = .03). Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017). The results indicate that genetic variations in COMT contribute to the acute postoperative pain andanalgesia responses and physiologic responses in this group of otherwise healthy postoperative orthopedic trauma patients.",The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04).,rs4818,opioid consumption,positive,weak
"Previous studies have associated mu-opioid receptor (OPRM1) genotype with pain and analgesia responses in postoperative and patient populations. This study investigates the role of catechol-O-methyltransferase (COMT) and OPRM1 genotypes in acute postoperative pain scores, opioid use, and opioid-induced sedation after surgical procedures for orthopedic trauma in an otherwise healthy patient population. Verbal pain/sedation scores, opioid use, andphysiologic responses in the immediate postoperative period were examined for association with genetic variants in Caucasians genotyped for OPRM1single nucleotide polymorphisms (SNPs) A118G and C17T and COMT SNPs. The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04). NPS ratings at 45 min were also higher in the group of patients with A/A genotype of rs4680 than in patients with the other two genotypes at this SNP (p = .03). Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017). The results indicate that genetic variations in COMT contribute to the acute postoperative pain andanalgesia responses and physiologic responses in this group of otherwise healthy postoperative orthopedic trauma patients.","Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017).","COMT haplotype ""GCGG""",NPS at 15 min (p = .0013),positive,moderate
"Previous studies have associated mu-opioid receptor (OPRM1) genotype with pain and analgesia responses in postoperative and patient populations. This study investigates the role of catechol-O-methyltransferase (COMT) and OPRM1 genotypes in acute postoperative pain scores, opioid use, and opioid-induced sedation after surgical procedures for orthopedic trauma in an otherwise healthy patient population. Verbal pain/sedation scores, opioid use, andphysiologic responses in the immediate postoperative period were examined for association with genetic variants in Caucasians genotyped for OPRM1single nucleotide polymorphisms (SNPs) A118G and C17T and COMT SNPs. The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04). NPS ratings at 45 min were also higher in the group of patients with A/A genotype of rs4680 than in patients with the other two genotypes at this SNP (p = .03). Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017). The results indicate that genetic variations in COMT contribute to the acute postoperative pain andanalgesia responses and physiologic responses in this group of otherwise healthy postoperative orthopedic trauma patients.","Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017).","COMT haplotype ""GCGG""",amount of opioids consumed in the first 45 min (p = .0024),positive,moderate
"Previous studies have associated mu-opioid receptor (OPRM1) genotype with pain and analgesia responses in postoperative and patient populations. This study investigates the role of catechol-O-methyltransferase (COMT) and OPRM1 genotypes in acute postoperative pain scores, opioid use, and opioid-induced sedation after surgical procedures for orthopedic trauma in an otherwise healthy patient population. Verbal pain/sedation scores, opioid use, andphysiologic responses in the immediate postoperative period were examined for association with genetic variants in Caucasians genotyped for OPRM1single nucleotide polymorphisms (SNPs) A118G and C17T and COMT SNPs. The OPRM1 A118G genotype was associated with patients' postoperative Numerical Pain scale (NPS) ratings at 15 min in the postanesthesia care unit (PACU) (p = .01) and patients'sedation scores at 15 min in the PACU (p = .02).COMT genotype rs4818 was associated with opioid consumption in the first 45 min in the PACU (p = .04). NPS ratings at 45 min were also higher in the group of patients with A/A genotype of rs4680 than in patients with the other two genotypes at this SNP (p = .03). Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017). The results indicate that genetic variations in COMT contribute to the acute postoperative pain andanalgesia responses and physiologic responses in this group of otherwise healthy postoperative orthopedic trauma patients.","Our haplotype trend analysis identified a  COMT haplotype ""GCGG"" significantly associated with NPS at 15 min (p = .0013), amount of opioids consumed in the first 45 min (p = .0024), and heart rate at 45 min in the PACU (p = .017).","COMT haplotype ""GCGG""",heart rate at 45 min in the PACU (p = .017),positive,weak
"OBJECTIVE: The dopaminergic system plays an important role in the prefrontal cortex (PFC) and is believed to mediate cognitive dysfunction (CD) inbipolar disorder (BD). The enzyme catechol-O-methyltransferase (COMT) is involved in the catabolism of dopamine in the PFC, and an association betweenCOMT single nucleotide polymorphisms (SNPs) and BD has been reported. COMT SNPs have also been associated with executive and working memory performance in healthy subjects, patients with schizophrenia, and euthymic BD patients. The objective of this study was to investigate the association between COMT SNPs and acute CD during BD mood episodes. METHODS: Seventy-two symptomatic, medication-free subjects with bipolar I disorder (BD-I) and 76 healthy controls were evaluated using neuropsychological tests, and genotyped for COMT SNPs rs4680 and rs165599. RESULTS: Patientsundergoing mania and mixed episodes carrying the COMT allele G had better performance on executive function, memory, verbal fluency, and intelligencetests. Moreover, an interaction was detected between the COMT allele G and the Young Mania Rating Scale in BD CD. CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD. Further studies in larger samples are necessary to confirm these findings.",CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD.,rs4680,CD,positive,weak
"OBJECTIVE: The dopaminergic system plays an important role in the prefrontal cortex (PFC) and is believed to mediate cognitive dysfunction (CD) inbipolar disorder (BD). The enzyme catechol-O-methyltransferase (COMT) is involved in the catabolism of dopamine in the PFC, and an association betweenCOMT single nucleotide polymorphisms (SNPs) and BD has been reported. COMT SNPs have also been associated with executive and working memory performance in healthy subjects, patients with schizophrenia, and euthymic BD patients. The objective of this study was to investigate the association between COMT SNPs and acute CD during BD mood episodes. METHODS: Seventy-two symptomatic, medication-free subjects with bipolar I disorder (BD-I) and 76 healthy controls were evaluated using neuropsychological tests, and genotyped for COMT SNPs rs4680 and rs165599. RESULTS: Patientsundergoing mania and mixed episodes carrying the COMT allele G had better performance on executive function, memory, verbal fluency, and intelligencetests. Moreover, an interaction was detected between the COMT allele G and the Young Mania Rating Scale in BD CD. CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD. Further studies in larger samples are necessary to confirm these findings.",CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD.,rs4680,BD,positive,weak
"OBJECTIVE: The dopaminergic system plays an important role in the prefrontal cortex (PFC) and is believed to mediate cognitive dysfunction (CD) inbipolar disorder (BD). The enzyme catechol-O-methyltransferase (COMT) is involved in the catabolism of dopamine in the PFC, and an association betweenCOMT single nucleotide polymorphisms (SNPs) and BD has been reported. COMT SNPs have also been associated with executive and working memory performance in healthy subjects, patients with schizophrenia, and euthymic BD patients. The objective of this study was to investigate the association between COMT SNPs and acute CD during BD mood episodes. METHODS: Seventy-two symptomatic, medication-free subjects with bipolar I disorder (BD-I) and 76 healthy controls were evaluated using neuropsychological tests, and genotyped for COMT SNPs rs4680 and rs165599. RESULTS: Patientsundergoing mania and mixed episodes carrying the COMT allele G had better performance on executive function, memory, verbal fluency, and intelligencetests. Moreover, an interaction was detected between the COMT allele G and the Young Mania Rating Scale in BD CD. CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD. Further studies in larger samples are necessary to confirm these findings.",CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD.,rs165599,CD,positive,weak
"OBJECTIVE: The dopaminergic system plays an important role in the prefrontal cortex (PFC) and is believed to mediate cognitive dysfunction (CD) inbipolar disorder (BD). The enzyme catechol-O-methyltransferase (COMT) is involved in the catabolism of dopamine in the PFC, and an association betweenCOMT single nucleotide polymorphisms (SNPs) and BD has been reported. COMT SNPs have also been associated with executive and working memory performance in healthy subjects, patients with schizophrenia, and euthymic BD patients. The objective of this study was to investigate the association between COMT SNPs and acute CD during BD mood episodes. METHODS: Seventy-two symptomatic, medication-free subjects with bipolar I disorder (BD-I) and 76 healthy controls were evaluated using neuropsychological tests, and genotyped for COMT SNPs rs4680 and rs165599. RESULTS: Patientsundergoing mania and mixed episodes carrying the COMT allele G had better performance on executive function, memory, verbal fluency, and intelligencetests. Moreover, an interaction was detected between the COMT allele G and the Young Mania Rating Scale in BD CD. CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD. Further studies in larger samples are necessary to confirm these findings.",CONCLUSIONS: Allele G fromCOMT SNPs rs4680 and rs165599 may represent reliable state-dependent predictors of global CD during manic and mixed episodes in BD.,rs165599,BD,positive,weak
"Recently, significant associations between common variants of the transcription factor 7-like 2 gene ( TCF7L2) and type 2 diabetes have been reported. This study was designed to replicate the reported associations of the two highly correlated (r (2)=0.86) TCF7L2 single nucleotide polymorphisms rs12255372 and rs7903146 with type 2 diabetes in a case-control study of 2369 MONICA/KORA participants (678 cases/1691 controls from Augsburg, Germany). To further investigate the pathogenic mechanism underlying these associations, we extended our analyses to the metabolic syndrome (IDF, NCEP definitions) and its components in a population-based study comprising 1404 male and female KORA participants aged 55-74 years. Results of our analyses strongly confirmed the minor T alleles as risk variants for type 2 diabetes (rs7903146: OR (TvsC) [95% CI]=1.36 [1.18;1.58], p=0.00003, and rs12255372: OR (TvsG) [95% CI]=1.31 [1.13;1.51], p=0.0003). Moreover, the T allele at rs7903146 was inversely associated with log-transformed, HOMA-%B (beta=-0.07, p=0.005) as a measure of basal insulin secretion, and log-transformed fasting insulin (beta=-0.06, p=0.02). No association was found with insulin resistance (HOMA-IR) and the metabolic syndrome. These findings support replication evidence that TCF7L2 variants increase type 2 diabetes risk. TCF7L2 may primarily affect pancreatic beta cell function.","Moreover, the T allele at rs7903146 was inversely associated with log-transformed, HOMA-%B (beta=-0.07, p=0.005) as a measure of basal insulin secretion, and log-transformed fasting insulin (beta=-0.06, p=0.02).",rs7903146,basal insulin secretion,positive,moderate
"Recently, significant associations between common variants of the transcription factor 7-like 2 gene ( TCF7L2) and type 2 diabetes have been reported. This study was designed to replicate the reported associations of the two highly correlated (r (2)=0.86) TCF7L2 single nucleotide polymorphisms rs12255372 and rs7903146 with type 2 diabetes in a case-control study of 2369 MONICA/KORA participants (678 cases/1691 controls from Augsburg, Germany). To further investigate the pathogenic mechanism underlying these associations, we extended our analyses to the metabolic syndrome (IDF, NCEP definitions) and its components in a population-based study comprising 1404 male and female KORA participants aged 55-74 years. Results of our analyses strongly confirmed the minor T alleles as risk variants for type 2 diabetes (rs7903146: OR (TvsC) [95% CI]=1.36 [1.18;1.58], p=0.00003, and rs12255372: OR (TvsG) [95% CI]=1.31 [1.13;1.51], p=0.0003). Moreover, the T allele at rs7903146 was inversely associated with log-transformed, HOMA-%B (beta=-0.07, p=0.005) as a measure of basal insulin secretion, and log-transformed fasting insulin (beta=-0.06, p=0.02). No association was found with insulin resistance (HOMA-IR) and the metabolic syndrome. These findings support replication evidence that TCF7L2 variants increase type 2 diabetes risk. TCF7L2 may primarily affect pancreatic beta cell function.","Moreover, the T allele at rs7903146 was inversely associated with log-transformed, HOMA-%B (beta=-0.07, p=0.005) as a measure of basal insulin secretion, and log-transformed fasting insulin (beta=-0.06, p=0.02).",rs7903146,log-transformed fasting insulin,positive,weak
"BACKGROUND: Common polymorphisms of the transcription factor 7-like 2 gene (TCF7L2) have recently been associated with type 2 diabetes. We examined whether the two most strongly associated variants (rs12255372 and rs7903146) predict the progression to diabetes in persons with impaired glucose tolerance who were enrolled in the Diabetes Prevention Program, in which lifestyle intervention or treatment with metformin was compared with placebo. METHODS: We genotyped these variants in 3548 participants and performed Cox regression analysis using genotype, intervention, and their interactions as predictors. We assessed the effect of genotype on measures of insulin secretion and insulin sensitivity at baseline and at one year. RESULTS:Over an average period of three years, participants with the risk-conferring TT genotype at rs7903146 were more likely to have progression from impaired glucose tolerance to diabetes than were CC homozygotes (hazard ratio, 1.55; 95 percent confidence interval, 1.20 to 2.01; P<0.001). The effect of genotype was stronger in the placebo group (hazard ratio, 1.81; 95 percent confidence interval, 1.21 to 2.70; P=0.004) than in the metformin and lifestyle-intervention groups (hazard ratios, 1.62 and 1.15, respectively; P for the interaction between genotype and intervention not significant). The TT genotype was associated with decreased insulin secretion but not increased insulin resistance at baseline. Similar results were obtained for rs12255372. CONCLUSIONS: Common variants in TCF7L2 seem to be associated with an increased risk of diabetes among persons with impaired glucose tolerance. The risk-conferring genotypes in TCF7L2 are associated with impaired beta-cell function but not with insulin resistance. (ClinicalTrials.gov number, NCT00004992. [ClinicalTrials.gov]).","RESULTS:Over an average period of three years, participants with the risk-conferring TT genotype at rs7903146 were more likely to have progression from impaired glucose tolerance to diabetes than were CC homozygotes (hazard ratio, 1.55; 95 percent confidence interval, 1.20 to 2.01; P<0.001).",rs7903146,diabetes,positive,moderate
"BACKGROUND: Common polymorphisms of the transcription factor 7-like 2 gene (TCF7L2) have recently been associated with type 2 diabetes. We examined whether the two most strongly associated variants (rs12255372 and rs7903146) predict the progression to diabetes in persons with impaired glucose tolerance who were enrolled in the Diabetes Prevention Program, in which lifestyle intervention or treatment with metformin was compared with placebo. METHODS: We genotyped these variants in 3548 participants and performed Cox regression analysis using genotype, intervention, and their interactions as predictors. We assessed the effect of genotype on measures of insulin secretion and insulin sensitivity at baseline and at one year. RESULTS:Over an average period of three years, participants with the risk-conferring TT genotype at rs7903146 were more likely to have progression from impaired glucose tolerance to diabetes than were CC homozygotes (hazard ratio, 1.55; 95 percent confidence interval, 1.20 to 2.01; P<0.001). The effect of genotype was stronger in the placebo group (hazard ratio, 1.81; 95 percent confidence interval, 1.21 to 2.70; P=0.004) than in the metformin and lifestyle-intervention groups (hazard ratios, 1.62 and 1.15, respectively; P for the interaction between genotype and intervention not significant). The TT genotype was associated with decreased insulin secretion but not increased insulin resistance at baseline. Similar results were obtained for rs12255372. CONCLUSIONS: Common variants in TCF7L2 seem to be associated with an increased risk of diabetes among persons with impaired glucose tolerance. The risk-conferring genotypes in TCF7L2 are associated with impaired beta-cell function but not with insulin resistance. (ClinicalTrials.gov number, NCT00004992. [ClinicalTrials.gov]).","RESULTS:Over an average period of three years, participants with the risk-conferring TT genotype at rs7903146 were more likely to have progression from impaired glucose tolerance to diabetes than were CC homozygotes (hazard ratio, 1.55; 95 percent confidence interval, 1.20 to 2.01; P<0.001).",rs7903146,impaired glucose tolerance,positive,moderate
"Cigarette smoking is one of the major risk factors for COPD and COPD severity. In turn COPD is a major independent risk factor for lung cancer. Genome-wide association (GWA) studies both in lung cancer and COPD highlighted the same variants (SNPs) on chromosome 15q25 marking the genecluster CHRNA3-CHRNB4-CHRNA5 for these smoking related diseases, showing a stimulating connection between this common genetic region and smoking behavior and smoking related illnesses. Different authors identified two candidate regions associated with age at smoking initiation in patients withCOPD. The nicotinic acetylcholine receptor polymorphism rs1051730 on chromosome 15q25 is associated with major tobacco-related diseases in the general population with additional increased risk of COPD as well as lung cancer. Moreover variants on the gene cluster CHRNA3-CHRNB4-CHRNA5 are associated with nicotine addiction antismoking therapy and antismoking therapy side-effects. These findings not only support the notion that variants can influence any therapy for smoking cessation, but offer rational bases to develop new drugs and new therapeutic strategies. Scope of Proposed Topic (50 words): Genome-wide association (GWA) studies both in lung cancer and COPD highlighted the same variants (SNPs) on the gene cluster CHRNA3-CHRNB4-CHRNA5. These data not only support the notion that variants can influence any therapy for smoking cessation, but offer rational bases to develop new drugs and new therapeutic strategies.",The nicotinic acetylcholine receptor polymorphism rs1051730 on chromosome 15q25 is associated with major tobacco-related diseases in the general population with additional increased risk of COPD as well as lung cancer.,rs1051730,COPD ,positive,weak
"Cigarette smoking is one of the major risk factors for COPD and COPD severity. In turn COPD is a major independent risk factor for lung cancer. Genome-wide association (GWA) studies both in lung cancer and COPD highlighted the same variants (SNPs) on chromosome 15q25 marking the genecluster CHRNA3-CHRNB4-CHRNA5 for these smoking related diseases, showing a stimulating connection between this common genetic region and smoking behavior and smoking related illnesses. Different authors identified two candidate regions associated with age at smoking initiation in patients withCOPD. The nicotinic acetylcholine receptor polymorphism rs1051730 on chromosome 15q25 is associated with major tobacco-related diseases in the general population with additional increased risk of COPD as well as lung cancer. Moreover variants on the gene cluster CHRNA3-CHRNB4-CHRNA5 are associated with nicotine addiction antismoking therapy and antismoking therapy side-effects. These findings not only support the notion that variants can influence any therapy for smoking cessation, but offer rational bases to develop new drugs and new therapeutic strategies. Scope of Proposed Topic (50 words): Genome-wide association (GWA) studies both in lung cancer and COPD highlighted the same variants (SNPs) on the gene cluster CHRNA3-CHRNB4-CHRNA5. These data not only support the notion that variants can influence any therapy for smoking cessation, but offer rational bases to develop new drugs and new therapeutic strategies.",The nicotinic acetylcholine receptor polymorphism rs1051730 on chromosome 15q25 is associated with major tobacco-related diseases in the general population with additional increased risk of COPD as well as lung cancer.,rs1051730,lung cancer,positive,weak
"Cigarette smoking is one of the major risk factors for COPD and COPD severity. In turn COPD is a major independent risk factor for lung cancer. Genome-wide association (GWA) studies both in lung cancer and COPD highlighted the same variants (SNPs) on chromosome 15q25 marking the genecluster CHRNA3-CHRNB4-CHRNA5 for these smoking related diseases, showing a stimulating connection between this common genetic region and smoking behavior and smoking related illnesses. Different authors identified two candidate regions associated with age at smoking initiation in patients withCOPD. The nicotinic acetylcholine receptor polymorphism rs1051730 on chromosome 15q25 is associated with major tobacco-related diseases in the general population with additional increased risk of COPD as well as lung cancer. Moreover variants on the gene cluster CHRNA3-CHRNB4-CHRNA5 are associated with nicotine addiction antismoking therapy and antismoking therapy side-effects. These findings not only support the notion that variants can influence any therapy for smoking cessation, but offer rational bases to develop new drugs and new therapeutic strategies. Scope of Proposed Topic (50 words): Genome-wide association (GWA) studies both in lung cancer and COPD highlighted the same variants (SNPs) on the gene cluster CHRNA3-CHRNB4-CHRNA5. These data not only support the notion that variants can influence any therapy for smoking cessation, but offer rational bases to develop new drugs and new therapeutic strategies.",The nicotinic acetylcholine receptor polymorphism rs1051730 on chromosome 15q25 is associated with major tobacco-related diseases in the general population with additional increased risk of COPD as well as lung cancer.,rs1051730,tobacco-related diseases,positive,weak
